Refcode,Volume (A3),Mass (g/mol),Density (g/cm3),HVF,Surface area (m2/g),Free volume (cm3/g),PLD (A),LCD (A),Porosity
NUHQEN,27826.4,25741.26,1.536,0.394212,235.61,0.2,3.74,5.65,1D
NUHWOD,38409.262,40300.092,1.742,0.258389,173.57,0.149,1.7,4.8,1D
NUHWUJ,38736.272,43972.848,1.885,0.186076,76.92,0.079,1.78,5.03,1D
NUHYAR,27622.029,26426.04,1.589,0.126368,0.86,0.055,2.43,4.15,1D
NUHYAS,26536.754,22747.176,1.423,0.204121,6.67,0.102,2.34,4.19,1D
NUHYOF,47983.471,44643.072,1.545,0.148348,23.05,0.061,3.82,4.41,1D
NUJTUH,42614.375,45445.488,1.771,0.144343,1.33,0.061,1.26,4.11,1D
NUJVAP,45675.369,54225.12,1.971,0.14977,15.24,0.052,1.31,4.28,1D
NUJWEW,22090.179,10894.8,0.819,0.513864,1603.35,0.678,4.54,5.24,2D
NUJXAR,39330.73,23527.44,0.993,0.520204,763.43,0.491,3.13,5.91,1D
NUKCEC,38161.295,14301.36,0.622,0.736998,3248.12,1.168,7.32,9.38,1D
NUKCIG,43445.309,14115.06,0.539,0.757752,4547.65,1.394,6.53,8.71,1D
NUKGEG,36091.799,24766.464,1.139,0.370214,382.98,0.253,2.92,6.25,2D
NULBEC,41825.49,33216.96,1.319,0.319184,13.82,0.187,2.59,4.23,1D
NULCED,51534.651,36464.112,1.175,0.52875,453.87,0.355,3.88,5.49,1D
NULDAA,43341.334,49671.968,1.903,0.283035,370.99,0.13,4.57,5.86,1D
NULMAJ,26157.568,14039.328,0.891,0.448899,353.51,0.386,3.89,4.59,2D
NUMRAO,35472.372,13757.376,0.644,0.769628,4017.01,1.202,6.76,9.35,2D
NUMVIA,38475.577,35880.912,1.549,0.386976,370.06,0.195,4.03,5.99,1D
NUNNUH,35502.097,18384.948,0.86,0.60974,1189,0.642,4.15,5.69,1D
NUNPAP,35578.952,18168.948,0.848,0.580319,1210.39,0.651,4.11,5.73,1D
NUNSOG,45440.988,34934.035,1.277,0.296144,103.33,0.168,3.11,4.54,1D
NUNSUK,30492.323,22858.776,1.245,0.214875,19.88,0.101,3.04,4.3,1D
NUNSUM,32353.121,29923.539,1.536,0.179622,8.01,0.069,1.87,4.32,2D
NUNXEA,48304.465,19824.704,0.682,0.684957,2986.17,0.947,7.2,7.84,1D
NUNZIH,53136.735,26065.008,0.815,0.584451,1879.99,0.639,7.03,7.59,1D
NUNZON,55171.972,28631.952,0.862,0.574757,1688.57,0.596,7.01,7.49,1D
NURZOR,55577.657,40313.472,1.204,0.439729,746.72,0.322,8.92,9.84,1D
NUSJER,31428.157,26133.102,1.381,0.21254,162.66,0.119,3.9,5.2,1D
NUSKUI,45110.299,35837.532,1.319,0.19342,58.09,0.107,2.6,4.65,1D
NUSLAP,37771.529,22238.088,0.978,0.471167,436.73,0.402,3.49,5.28,1D
NUSTIF,48871.694,32088.768,1.09,0.343093,146.06,0.255,3.33,4.57,1D
NUTCAG,22050.973,14579.827,1.098,0.468326,484.43,0.356,3.43,6.13,1D
NUTFAK,35108.966,6765.173,0.32,0.876074,4840.58,2.67,13.81,15.4,1D
NUVBIR,26589.204,17642.88,1.102,0.383312,564.02,0.321,3.73,5.28,1D
NUVBUC,24162.302,16888.461,1.161,0.478696,346.55,0.369,3.42,4.99,3D
NUVHIW,45718.038,41815.04,1.519,0.417733,667.56,0.26,8.06,8.61,1D
NUVWOR,17519.884,18874.992,1.789,0.203069,65.6,0.066,2.42,5.58,3D
NUVXOT,65188.077,34701.568,0.884,0.70242,2153.82,0.744,5.45,9.09,3D
NUVZOU,34075.661,29803.104,1.452,0.275995,95.47,0.129,3.4,4.66,2D
NUWBOW,35545.043,10133.664,0.473,0.653198,3532.24,1.258,8.25,9.42,1D
NUWXAF,49952.58,43432.8,1.444,0.16152,22.88,0.078,1.4,4.57,3D
NUXNAW,34600.444,26454.84,1.27,0.18624,37.52,0.101,2.48,4.67,1D
NUXVUY,47986.942,39214.144,1.357,0.145375,38.13,0.069,2.21,4.73,1D
NUYDAN,33046.332,23797.44,1.196,0.364023,115.67,0.308,3.19,4.38,1D
NUYWEK,26973.97,23349.072,1.437,0.19167,0.07,0.075,2,4,2D
NUYWOU,23226.412,18094.272,1.294,0.320286,69.03,0.174,2.16,4.62,3D
NUYXEL,37079.503,35455.608,1.588,0.176933,13.05,0.072,1.09,4.38,3D
NUYYIQ,31030.033,21350.424,1.143,0.249719,167.19,0.168,1.36,5.43,3D
NUZJEZ01,22708.587,16575.003,1.212,0.318199,46.53,0.21,2.62,4.27,1D
NUZJEZ,30475.163,22100.004,1.204,0.349874,264.95,0.224,2.69,4.81,1D
NUZMAY,49534.123,36844.224,1.235,0.1784,11.76,0.091,2.55,4.36,1D
NUZRIK,39141.707,29028.736,1.232,0.230639,37.82,0.14,2.69,4.38,1D
OBAFEF,28753.791,43512.17,2.513,0.12005,3.65,0.034,3.27,4.25,1D
OBAFIJ,28627.985,43512.17,2.524,0.167008,8.37,0.056,3.22,4.3,1D
OBAFOP,42469.861,66436.366,2.598,0.081249,4.18,0.024,1.39,4.52,2D
OBAHAD,28430.228,16142.796,0.943,0.564475,1243.7,0.486,7.55,8.76,1D
OBAHIL,27570.635,16142.796,0.972,0.545856,1117.86,0.445,7.27,8.3,1D
OBECIH,32059.408,21957.955,1.137,0.395608,674.81,0.294,4.23,5.48,1D
OBEDAA,48954.654,28921.357,0.981,0.529425,195.48,0.436,3.49,4.53,1D
OBEDII,30835.921,10223.091,0.551,0.74379,3587.62,1.286,8.33,10.96,1D
OBEGOS,51827.481,37846.8,1.213,0.44905,331.58,0.357,3.94,5.26,2D
OBEHAF,24750.271,23453.52,1.574,0.266502,49.4,0.183,3.63,4.28,1D
OBEKEM,35995.026,21143.959,0.975,0.507291,979.36,0.456,4.02,6.86,1D
OBELIR,28224.921,20829.509,1.225,0.128227,59.01,0.081,1.21,4.82,2D
OBEVIA,28661.915,21365.76,1.238,0.450293,596.85,0.307,1.94,6.93,2D
OBEZAX,45477.548,18275.04,0.667,0.639171,2342.98,0.849,4.69,7.22,3D
OBICUY,26775.012,32110.88,1.991,0.39833,77.46,0.136,2.94,4.81,1D
OBIFUD,41286.403,32122.848,1.292,0.25732,85.24,0.165,3.44,4.72,1D
OBIHIT,41302.089,27855.264,1.12,0.284624,213.11,0.209,3.72,4.96,1D
OBIJOZ,20825.169,17056.022,1.36,0.278542,17.72,0.153,2.1,4.21,3D
OBIJUF,41356.013,32096.045,1.289,0.361539,22.56,0.227,2.53,4.14,1D
OBIMUH,39513.818,22706.656,0.954,0.435687,1197.32,0.384,5.51,7.34,1D
OBOFIX,24016.053,12429.168,0.859,0.589601,1793.36,0.618,7.6,9.8,1D
OBOMEX,34000.984,35250.111,1.722,0.246149,186.35,0.128,2.88,5.43,1D
OBONUO,54075.456,26963.136,0.828,0.540886,1173.54,0.546,3.93,8.25,3D
OBOPAY01,31951.163,36111.872,1.877,0.286478,11.63,0.145,2.15,4.3,2D
OBUFEX,28455.665,18835.392,1.099,0.447925,302.63,0.349,3.9,4.94,1D
OBUFIB,32189.61,30322.816,1.564,0.287123,8.93,0.138,3.22,4.29,1D
OBURUB,26394.617,18238.528,1.147,0.34898,108.02,0.227,2.61,4.67,2D
OCEPAO,48292.498,15808.32,0.544,0.774211,3941.13,1.304,7.47,8.41,1D
OCETOG,22183.731,20750.88,1.553,0.286702,159.42,0.156,2.14,5.41,1D
OCEXUS,35945.948,25691.508,1.187,0.509242,930.94,0.356,5.19,6.56,1D
OCEYIH,38153.207,28153.008,1.225,0.398457,437.66,0.249,4.29,5.57,1D
OCEYON,40704.142,22799.472,0.93,0.380738,57.89,0.272,2.58,4.21,1D
OCIBIO,42371.126,30810.752,1.207,0.303897,89.77,0.177,1.92,4.87,2D
OCIBOU,29212.867,12682.536,0.721,0.676962,2513.21,0.83,7.93,8.47,1D
OCOFUI,55211.593,25626.78,0.771,0.644587,2416.51,0.778,7.89,9.2,1D
OCOGAP,46539.026,63605.439,2.269,0.11506,0.07,0.035,1.04,4.15,3D
OCOXAH,32195.861,26730.576,1.379,0.137406,56.21,0.066,1.08,4.34,1D
OCOXUA,49983.398,29319.168,0.974,0.282745,374.86,0.219,1.41,5.64,3D
OCUGEB,28896.579,14349.288,0.825,0.549571,876.71,0.538,4.34,5.64,1D
OCUGEZ01,33114.963,28529.28,1.431,0.382882,350.81,0.222,3.65,5.33,1D
OCUGEZ,32590.02,28241.28,1.439,0.390795,384.49,0.235,3.63,5.3,1D
OCUGUR,40737.076,37216.67,1.517,0.107544,0.53,0.043,1.46,4.12,1D
OCUMIL,66767.708,60950.112,1.516,0.198755,48.33,0.115,3.48,4.93,1D
OCUNAC,701860.627,190396.736,0.45,0.803415,2892.98,1.762,13.5,33.48,3D
OCUQIO01,24629.949,21442.968,1.446,0.25519,20.05,0.211,2.19,4.38,3D
OCUQIO04,24747.678,21442.968,1.439,0.2582,24.14,0.214,2.21,4.42,3D
OCURAG,34499.475,33679.872,1.621,0.324591,37.59,0.179,2.99,4.53,1D
ODAGOP,58125.209,35638.2,1.018,0.515665,612.83,0.413,3.72,5.1,2D
ODAGUV,57724.308,35620.92,1.025,0.524101,640.69,0.41,3.7,5.23,2D
ODAHAC,57998.971,36103.104,1.034,0.518596,595.46,0.403,3.75,5.14,2D
ODAKEL,54680.153,42041.408,1.277,0.208704,54.12,0.122,1.25,4.98,3D
ODAPOA,56735.361,38099.558,1.115,0.554726,1362.75,0.453,6.49,9.03,1D
ODAQAN,48331.798,40037.112,1.376,0.343434,199.31,0.207,3.03,4.75,1D
ODAVIY,30696.262,17697.35,0.957,0.56308,1904.12,0.535,5.94,7,1D
ODAZIE,49986.859,35204.688,1.169,0.169037,10.71,0.1,1.04,4.14,3D
ODAZOK,49431.476,35187.408,1.182,0.163893,9.8,0.096,1.27,4.16,1D
ODAZUQ,50182.084,35204.688,1.165,0.167612,10.18,0.098,1.04,4.15,3D
ODEBAC,49499.728,35187.408,1.18,0.164038,6.19,0.099,1.27,4.14,1D
ODEKUF,32092.374,26293.653,1.36,0.424613,353.52,0.264,3.67,5.88,1D
ODELEQ,32442.566,26293.653,1.346,0.431505,381.08,0.273,3.71,5.93,1D
ODEPOF,71789.62,54208.332,1.254,0.250978,410.04,0.169,5.46,7.38,1D
ODEPUL,80939.18,54208.332,1.112,0.467151,489.9,0.339,4.13,8.01,1D
ODEQAP01,43646.45,31809.848,1.21,0.530765,1258.25,0.443,6.19,6.86,1D
ODEQAP,44616.876,31809.848,1.184,0.53938,1250.85,0.454,6.39,7.02,1D
ODEQAS,70113.377,54208.332,1.284,0.250385,391.19,0.163,5.31,7.18,1D
ODEQEW,78531.744,54208.332,1.146,0.45171,440.44,0.314,4.17,8.09,1D
ODEQUJ,50608.892,47031.6,1.543,0.528337,916.15,0.344,6.83,7.43,1D
ODESEW,51095.143,38996.896,1.267,0.109932,3.71,0.06,1.9,4.06,2D
ODEWIE,35084.46,23760.36,1.125,0.439758,658.68,0.323,2.74,6.07,1D
ODIBAF,39443.633,30005.587,1.263,0.307371,127.06,0.187,2.36,5.05,2D
ODIMEU,17519.884,19369.376,1.836,0.198625,61.39,0.062,2.19,5.54,3D
ODIPAS01,20141.001,9284.955,0.766,0.550185,1198.25,0.651,17.05,18.29,1D
ODIPAS,20204.947,9284.955,0.763,0.576612,1219.26,0.659,17.36,18.66,1D
ODISEA,46390.386,65128.992,2.331,0.137931,4.72,0.054,1.84,4.25,1D
ODISUQ,42437,61288.992,2.398,0.256949,48.18,0.097,2.68,4.58,1D
ODIYAB,36601.909,27405.456,1.243,0.24384,186.94,0.129,3.18,5.43,1D
ODODAN,39712.412,37030.906,1.548,0.283182,49.52,0.15,2.64,4.5,2D
ODOFUL,51543.891,44904.8,1.447,0.246942,180.16,0.128,2.86,6.11,1D
ODOGUM,46691.848,53916.528,1.917,0.082623,2.19,0.027,1.05,4.18,2D
ODOKEY,40256.801,38352.672,1.582,0.330124,67.17,0.149,1.41,4.6,3D
ODOMIF,28118.637,18236.032,1.077,0.558395,191.95,0.409,3.46,4.49,2D
ODOWEM,24453.204,11986.368,0.814,0.626335,1392.09,0.685,5.03,7.11,1D
ODOXEK,27279.204,30663.456,1.867,0.267957,78.26,0.118,3.88,5.04,1D
ODOYEO,56324.375,38546.831,1.136,0.261924,117.96,0.17,2.64,4.5,1D
ODURAG,38155.921,29137.869,1.268,0.286063,176.18,0.162,1.82,5.14,3D
ODURIO,41605.886,34990.957,1.397,0.368643,211.07,0.196,4.05,5.25,1D
ODURUB,26973.091,19170.432,1.18,0.5577,496.31,0.454,3.87,5.02,1D
OFABAY,52024.948,26748.8,0.854,0.538665,2397.49,0.644,5.55,6.1,1D
OFABEC,51219.867,26718.08,0.866,0.543658,2353.14,0.636,5.58,6.13,1D
OFABUV,32775.149,22644.691,1.147,0.638375,399.18,0.488,3.73,4.6,2D
OFACAB,27760.12,22105.224,1.322,0.309024,65.32,0.178,2.95,4.46,2D
OFACOP,31308.57,17179.69,0.911,0.592758,1794.14,0.583,6.67,7.79,1D
OFALEO,48935.965,38101.363,1.293,0.349846,311.19,0.222,2.97,4.85,1D
OFAPAO,28814.741,23021.696,1.327,0.204964,0.93,0.094,1.43,4.04,1D
OFAVID,36226.834,13931.1,0.639,0.695228,2745.06,1.013,7.27,10.36,1D
OFERUN02,39339.731,20872.128,0.881,0.505083,1308.75,0.581,3.1,11.39,3D
OFERUN03,39256.854,21832.128,0.923,0.527338,1169.38,0.517,2.86,11.42,3D
OFERUN04,39682.527,21832.128,0.914,0.540315,1209.1,0.538,2.93,11.38,3D
OFERUN07,38879.666,21832.128,0.932,0.516913,1143.88,0.509,2.92,11.33,3D
OFERUN,39235.027,21832.128,0.924,0.515562,1143.09,0.511,2.84,11.36,3D
OFESAU,40283.495,46482.48,1.916,0.306223,249.61,0.13,4.76,6.74,1D
OFESEY,41249.083,45545.76,1.834,0.311505,277.95,0.141,4.66,6.81,1D
OFESIC,41918.706,45986.4,1.822,0.310264,281.35,0.142,4.71,6.88,1D
OFEYOP,30170.584,22074.112,1.215,0.290402,34.47,0.211,2.44,4.36,2D
OFIBUD,37048.318,31912.81,1.43,0.074504,4.17,0.039,1.07,4.27,3D
OFIDAJ,30982.158,38494.118,2.063,0.476761,397.38,0.202,4.51,5.57,1D
OFIVIK,41828.321,35882.46,1.424,0.215405,56.4,0.091,3.15,4.46,1D
OFIWAD,72598.543,72708.048,1.663,0.09873,3.82,0.04,1.52,4.3,1D
OFOCAQ01,44436.158,35134.826,1.313,0.419176,317.77,0.269,3.17,5.4,2D
OFOCAQ,44436.158,35134.826,1.313,0.413405,325.33,0.268,3.16,5.4,2D
OFOCIY,84953.05,69007.968,1.349,0.465915,340.02,0.272,3.94,5.12,1D
OFODAP,36581.05,25531.424,1.159,0.442221,456.76,0.324,3.85,5,2D
OFOJIF,32383.169,28119.432,1.442,0.221303,46.02,0.098,3.06,4.8,1D
OFOKIG,35762.524,32127.84,1.492,0.274512,57.51,0.146,1.6,4.51,3D
OFONAB,45305.832,34860.736,1.278,0.420365,356.07,0.282,3.21,5.48,2D
OFONEF,45019.452,34912.064,1.288,0.419505,343.02,0.28,3.2,5.46,2D
OFONIJ,44740.049,35081.216,1.302,0.416004,341.34,0.273,3.16,5.4,2D
OFORUX,22767.175,21404.32,1.561,0.217389,177.19,0.1,4.84,5.37,1D
OFOYIR,24444.536,15632.325,1.062,0.371598,90.26,0.256,2.57,4.39,2D
OFOYOX,25311.54,17076.231,1.12,0.368778,86.98,0.245,2.58,4.4,1D
OFOYUG,43980.615,41296.56,1.559,0.254049,92.35,0.103,3.64,4.73,1D
OFUCEZ,32926.485,32939.136,1.661,0.34733,240.95,0.208,3.81,4.7,1D
OFUGOL,33367.594,24313.805,1.21,0.302953,21.08,0.224,1.69,4.28,3D
OFUHIJ,23524.767,25805.248,1.822,0.316956,93.45,0.136,3.56,4.89,1D
OFUYIY,41362.184,29444.184,1.182,0.386304,84.81,0.244,3.66,4.32,1D
OFUYOE01,29073.739,23523.84,1.344,0.279787,354.04,0.178,4.66,5.38,1D
OFUYOE02,28631.389,23523.84,1.364,0.277613,323.99,0.172,4.56,5.38,1D
OFUYOE,29014.532,23523.84,1.346,0.287931,363.63,0.181,4.64,5.36,1D
OFUYUK,45739.609,36437.76,1.323,0.185127,0.51,0.088,2.04,4.08,1D
OGAGAF,41598.462,35189.424,1.405,0.289158,105.47,0.159,3.27,4.49,1D
OGAGEJ,27613.481,17594.712,1.058,0.534881,1001.96,0.431,4.68,5.3,2D
OGAGIN,40221.704,35189.424,1.453,0.278624,88.3,0.143,3.14,4.74,1D
OGAGOT,47731.91,24723.216,0.86,0.559701,1061.97,0.564,3.64,5.82,1D
OGECOU,98601.71,80553.6,1.357,0.397231,459.36,0.203,5.4,5.88,1D
OGEGUF,30068.572,10078.224,0.557,0.693712,3138.48,1.234,8.41,9.37,1D
OGENUL,43954.338,19335.504,0.73,0.540525,1465.05,0.711,10.44,11.06,1D
OGIHIW01,27485.391,18898.596,1.142,0.387021,111.14,0.288,3.52,4.57,1D
OGIHIW,27121.498,19114.596,1.17,0.37949,91.33,0.252,3.46,4.61,1D
OGIHOC,35176.595,28796.184,1.359,0.174054,65.81,0.094,1.47,4.79,1D
OGIJOE,25959.358,20105.04,1.286,0.318921,130.1,0.193,3.41,4.55,1D
OGIJUK,32157.943,25131.3,1.298,0.306641,54.91,0.186,1.59,4.5,2D
OGILAS,51216.09,41014.416,1.33,0.208,11.73,0.123,1.31,4.29,1D
OGINIC,37005.58,25912.526,1.163,0.382025,74.1,0.252,3.11,4.54,1D
OGODOD,39515.207,19169.64,0.806,0.612105,1537.3,0.616,6.32,7.02,1D
OGOTOU,71289.441,23884.224,0.556,0.749318,4299.72,1.271,6,7.89,3D
OGOYIU,31641.629,24366.144,1.279,0.288777,27.11,0.152,1.31,4.28,1D
OGUFAZ,28518.953,23539.392,1.371,0.124052,5.89,0.063,1.32,4.31,1D
OGUFIF,58007.531,36779.616,1.053,0.553616,1394.9,0.476,4.56,7.3,1D
OGUGAY,25424.131,20623.416,1.347,0.350701,326.93,0.225,3.44,5.03,1D
OGUHEF,41918.906,27855.264,1.103,0.287993,281.1,0.21,3.74,4.98,1D
OGUMUA,54561.542,52756.416,1.606,0.226023,253.31,0.116,4.25,5.74,1D
OGUNIO,32276.115,20143.908,1.036,0.431488,329.03,0.32,3.75,5.3,1D
OGUPIQ,50874.174,51873.264,1.693,0.221854,5.27,0.094,2.76,4.33,2D
OGUSIU,31581.474,29585.304,1.556,0.126883,11.43,0.044,1.27,4.16,1D
OGUTOA,32745.476,12666.346,0.642,0.781104,3258.82,1.132,7.08,8.1,1D
OGUTUG,53681.688,49908.762,1.544,0.194008,1.29,0.086,1.96,4.2,1D
OHAFUA,57619.614,31576.824,0.91,0.566538,1084.68,0.508,2.04,10.33,3D
OHAKEO,44933.637,31132.096,1.15,0.483284,616.92,0.324,4.64,5.8,1D
OHAKIS,42112.596,31132.096,1.228,0.445747,383.42,0.278,3.71,5.08,1D
OHALEP,36235.059,30461.364,1.396,0.291245,277.04,0.172,3.61,4.95,1D
OHAMOB,43902.043,33946.304,1.284,0.153307,28.05,0.074,1.18,4.71,3D
OHANAO,59864.11,38042.304,1.055,0.34182,555.37,0.248,4.06,6.5,2D
OHAPEU,32634.364,21837.6,1.111,0.335502,150.61,0.22,2.91,4.97,1D
OHAPUJ,31073.652,20871.518,1.115,0.476336,64.73,0.376,3.22,4.29,2D
OHAQAQ,32157.432,24376.909,1.259,0.28341,353.34,0.178,1.4,7.9,3D
OHASUM,27895.638,30085.248,1.791,0.264003,62.48,0.108,1.94,4.48,1D
OHAYEC,36366.842,21606.432,0.987,0.57739,1652.52,0.558,7.21,7.85,1D
OHAYON,38703.818,19517.904,0.837,0.703553,2558.75,0.786,5.84,7.38,1D
OHEGAJ,25379.07,33740.87,2.208,0.297535,24.54,0.131,2.55,4.57,1D
OHEMIX,35058.677,28305.864,1.341,0.387102,118.74,0.256,3.11,4.54,1D
OHEPOH,28347.105,25528.824,1.495,0.138714,3.17,0.059,2.56,4.19,1D
OHICUE,28167.068,25068.792,1.478,0.074155,15.58,0.032,1.32,4.3,1D
OHIDAL,28740.315,24883.416,1.438,0.073194,16.22,0.034,1.34,4.37,1D
OHIDEP,27249.291,25435.872,1.55,0.074154,12.49,0.032,1.32,4.31,1D
OHIHOD,22557.982,24236.414,1.784,0.216636,3.81,0.097,1.5,4.25,1D
OHIHUJ,23404.328,23275.464,1.651,0.215473,16.19,0.106,1.54,4.35,1D
OHOFEW,40200.357,28757.232,1.188,0.282798,537.84,0.19,5.98,6.91,1D
OHOFIA,40159.928,28757.232,1.189,0.27222,474.86,0.18,6.51,7.52,1D
OHOFOG,41112.135,28971.168,1.17,0.291573,509.67,0.206,6.61,7.41,1D
OHOPUX,35762.203,16188.384,0.752,0.617784,1510.51,0.702,4.15,6.39,3D
OHOQAE,36205.276,16123.936,0.74,0.628637,1409.84,0.71,3.92,6.55,3D
OHOQEI,36373.532,16187.936,0.739,0.619987,1213.18,0.7,3.67,6.57,1D
OHOQIM,26737.664,13437.288,0.835,0.522194,1089.16,0.526,3.89,6.1,1D
OHOREJ,28256.435,13437.288,0.79,0.563065,1510.02,0.601,5.66,7.07,1D
OHOROT,36299.311,16668.16,0.762,0.624774,1367.24,0.687,4.02,6.56,3D
OHUQAJ,33869.409,16747.392,0.821,0.523184,1558.17,0.599,7.46,8.8,1D
OJANIW,32673.571,39830.976,2.024,0.513457,231.66,0.27,3.7,4.93,1D
OJASEZ,45219.643,48150.272,1.768,0.199695,33.77,0.072,2.19,4.67,1D
OJASOJ,27215.768,16331.88,0.996,0.431181,484.46,0.368,3.38,5.52,1D
OJATAW,35654.472,27383.088,1.275,0.268118,41.57,0.116,2.84,4.45,1D
OJECUC,44843.679,39239.798,1.453,0.312574,362.71,0.206,3.29,5.61,2D
OJIBUF,32946.386,25836.744,1.302,0.145211,8.01,0.078,1.29,4.2,3D
OJINEC,32871.032,18733.926,0.946,0.546082,1277.6,0.542,7.01,7.78,1D
OJIWIO,39415.121,31637.088,1.333,0.302939,42.3,0.177,3.6,4.44,1D
OJIWIP,23523.314,14067.6,0.993,0.545293,1542.98,0.532,4.5,5.76,1D
OJOCAR,43126.381,33232.824,1.28,0.233239,47.31,0.13,1.44,4.69,2D
OJONOQ,23868.003,25002.648,1.739,0.32307,438.34,0.203,5.22,5.96,1D
OJOTAI01,26580.348,12878.082,0.805,0.589282,1547.81,0.666,4.08,6.28,1D
OJOTAI,27124.755,12878.082,0.788,0.584566,1505.98,0.692,3.74,6.39,1D
OJOTEM01,26031.157,12979.467,0.828,0.585521,1365.86,0.649,3.62,6.32,1D
OJOTEM,25916.956,12979.467,0.832,0.58104,1350.59,0.639,3.57,6.23,2D
OJOTOW,26029.236,9046.512,0.577,0.721022,2997.99,1.205,8.42,9.72,1D
OKAQEY,49063.583,44763.192,1.515,0.436658,468.62,0.249,4.09,6.07,1D
OKAYIK,43798.961,41296.56,1.566,0.239631,57.85,0.097,3.51,4.55,1D
OKAYUW,24860.061,17882.34,1.194,0.293199,2.39,0.161,3.23,4.08,1D
OKAZAD,24994.125,17882.34,1.188,0.292896,2.3,0.161,3.3,4.07,1D
OKELOH,41252.708,22434.72,0.903,0.588482,4.72,0.562,3.03,4.16,3D
OKEQEC,29303.223,12219.048,0.692,0.681912,2091.58,0.873,4.01,6.68,2D
OKEQIG,29548.057,12219.048,0.687,0.685447,2156.89,0.883,4.07,6.78,2D
OKEQOM,39467.242,16292.064,0.685,0.67992,2183.07,0.882,4.02,7.02,3D
OKEQUS,24581.22,10861.376,0.734,0.650733,1573.19,0.779,4,5.65,1D
OKERAZ,34480.545,8146.032,0.392,0.806079,3725.13,1.956,11,12.03,1D
OKERED,26228.551,8146.032,0.516,0.747824,3304.12,1.357,8.66,10.69,1D
OKERON,49840.491,16292.064,0.543,0.738931,3760.72,1.254,6.55,7.65,2D
OKERUT,39600.641,16292.064,0.683,0.673717,2418.25,0.885,4.12,6.72,1D
OKESAA,39664.312,16292.064,0.682,0.671644,2420.06,0.882,4.12,6.73,1D
OKIHAS,37368.285,25525.632,1.134,0.401921,180.23,0.269,3.16,4.95,1D
OKIJIC,31528.616,25312.618,1.333,0.306823,52.88,0.181,3.2,4.52,2D
OKIJOI,28547.591,20770.207,1.208,0.41002,275.77,0.288,3.36,4.75,2D
OKIJUO,27876.776,15728.263,0.937,0.586292,449.67,0.523,3.66,5.18,2D
OKIKEA,47420.782,34908.32,1.222,0.361429,162.99,0.228,3.22,5.05,2D
OKIKEZ,28625.519,15728.263,0.912,0.596245,854.53,0.55,3.93,5.24,1D
OKIKID,47781.219,23106.395,0.803,0.614722,1856.93,0.691,5.21,6.51,1D
OKIKOJ,54908.145,56144.333,1.698,0.192737,67.97,0.091,3.89,4.8,1D
OKIMEC,30268.389,25844.064,1.418,0.223167,10.59,0.116,2.48,4.23,1D
OKIQEG,60877.727,56077.2,1.53,0.363187,168.46,0.192,3.69,5.21,2D
OKIQOP,55716.372,25870.368,0.771,0.573999,2063.05,0.667,5.47,7.1,1D
OKIRIK,40389.054,29227.838,1.202,0.41984,609.47,0.278,4.37,5.83,1D
OKOCAS,41498.674,38208,1.529,0.290777,69.47,0.173,2.09,4.82,1D
OKOCIB,34204.362,26729.82,1.298,0.23814,43.54,0.126,2.92,4.41,1D
OKOCOG,27528.227,48000,2.895,0.184511,135.02,0.065,4.26,4.92,1D
OKOJUV,43921.736,33863.52,1.28,0.164998,1.66,0.096,2.34,4.19,2D
OKOQAI01,35122.658,11760.168,0.556,0.810529,3429.06,1.468,9.01,12.46,1D
OKOQAI,45358.207,31360.448,1.148,0.568126,1187.57,0.501,8.14,8.82,1D
OKOQEL,23525.494,7904.16,0.558,0.748222,3504.28,1.247,7.48,8.15,1D
OKOVER01,45763.121,35354.304,1.283,0.202777,38.79,0.095,1.4,4.57,1D
OKOVER,45713.227,35354.304,1.284,0.202173,38.41,0.095,1.39,4.53,1D
OKUTAR,47281.241,25706.544,0.903,0.112187,57.5,0.067,1.42,6.57,3D
OKUTEV,94456.845,37610.544,0.661,0.139269,116.74,0.148,2.37,7.17,1D
OKUTUL01,49476.545,32912.16,1.105,0.408205,421.51,0.401,3.25,5.54,3D
OKUTUL02,28213.432,18513.09,1.09,0.409781,452.43,0.41,3.18,5.68,3D
OKUTUL03,27875.549,18513.09,1.103,0.406444,416.82,0.4,3.16,5.66,3D
OKUTUL04,37304.396,24684.12,1.099,0.395445,777.83,0.383,5.13,6.12,1D
OKUTUL05,37173.083,24684.12,1.103,0.395557,788.79,0.383,5.21,6.22,1D
OKUTUL,37519.631,24684.12,1.092,0.399829,793.77,0.385,5.24,6.25,1D
OKUVAT03,36903.082,22605.984,1.017,0.459996,828.49,0.415,5.08,6.13,1D
OKUYAV,39834.111,42499.392,1.772,0.419498,419.65,0.204,4.23,5.72,2D
OLAQOI,42996.979,38702.676,1.495,0.176493,212.44,0.119,6.98,7.33,1D
OLAQOJ,23755.935,16095.6,1.125,0.423963,101.09,0.316,3.63,4.37,1D
OLAWEF,27862.934,22963.392,1.369,0.139307,11.45,0.071,1.05,4.2,3D
OLESIH,44747.894,18329.568,0.68,0.735703,3189.65,1.102,7.63,8.27,1D
OLIHIB,54563.458,29720.592,0.904,0.559748,873.72,0.573,3.56,5.2,3D
OLIMUS,23453.748,8902.416,0.63,0.759552,3144.63,1.22,8.23,9.18,1D
OLIXEO,40997.008,35145.024,1.424,0.272154,36.92,0.147,2.21,4.43,1D
OLIXIQ,33271.747,24508.928,1.223,0.29298,373.1,0.213,3.79,5.05,1D
