Refcode,Year,Density (g/cm3),"Helium void fraction, F_He,T (-)","Surface area, S_AC,T (m2/g)","Surface area, S_AC,A (m2/g)","Pore volume, V_PO,T (cm3/g)","Pore volume, V_PO,A (cm3/g)",Pore limiting diameter (A),Large cavity diameter (A),Ratio LCD/PLD (-),Porosity,Density (g/cm3).1,"Helium void fraction, F_He,T (-).1","Surface area, S_AC,T (m2/g).1","Surface area, S_AC,A (m2/g).1","Pore volume, V_PO,T (cm3/g).1","Pore volume, V_PO,A (cm3/g).1",Pore limiting diameter (A).1,Large cavity diameter (A).1,Ratio LCD/PLD (-).1,URL
UHAFOA,2015,1.127,0.277824,55.77,0,0.164,0,2.49,4.98,2,1D,[1.1 - 1.2),[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[4.8-5.0),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UHAFOA
UHAXOS,2015,3.332,0.201008,91.66,0,0.065,0,1.02,5.75,5.637254902,1D,[2.0 - 7.0],[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[5.6-6.0),[5.0-12.0],https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UHAXOS
UHIYER,2015,0.739,0.694811,3684.1,3639.96,0.975,0.97,5.51,7.15,1.297640653,2D,[0.6 - 0.8),[0.6 - 0.7),[3000 - 10250],[5000-10500],[0.8 - 1.0),[0.8-1.0),[5.0-6.0),[7.0-8.0),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UHIYER
UHODUS,2015,1.558,0.056827,0.48,0,0.017,0,1.28,4.17,3.2578125,2D,[1.5 - 1.6),[0.0 - 0.1),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.0-4.2),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UHODUS
UHOHAC,2015,1.111,0.27923,0.74,0,0.181,0,1.93,4.13,2.139896373,2D,[1.1 - 1.2),[0.2 - 0.3),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[4.0-4.2),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UHOHAC
UHOMEL,2015,1.34,0.230134,251.06,246.87,0.119,0.119,4.79,5.65,1.17954071,1D,[1.3 - 1.4),[0.2 - 0.3),[200 - 300),[200-300),[0.1 - 0.2),[0.1-0.2),[4.5-5.0),[5.6-6.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UHOMEL
UHOSIV,2015,1.37,0.442072,646.49,629.77,0.279,0.276,4.46,6.11,1.369955157,1D,[1.3 - 1.4),[0.4 - 0.5),[600 - 800),[600-800),[0.2 - 0.3),[0.2-0.3),[4.0-4.5),[6.0-6.5),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UHOSIV
UJABAK,2015,2.782,0.160576,10.1,8.78,0.052,0.05,3.52,4.45,1.264204545,1D,[2.0 - 7.0],[0.1 - 0.2),[0 - 50),[0.05-50),[0.0 - 0.1),[0.01-0.1),[3.3-3.6),[4.4-4.5),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=UJABAK
VORROL,2015,1.621,0.234977,49.48,0,0.139,0,3.08,4.5,1.461038961,2D,[1.6 - 1.8),[0.2 - 0.3),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[3.0-3.3),[4.5-4.6),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VORROL
VORSAY,2015,1.818,0.105848,51.51,50.89,0.049,0.045,4.13,5.22,1.263922518,1D,[1.8 - 2.0),[0.1 - 0.2),[50 - 100),[50-100),[0.0 - 0.1),[0.01-0.1),[4.0-4.5),[5.0-5.3),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VORSAY
VORSEC,2015,1.794,0.186392,211.77,202.62,0.086,0.09,6.01,6.87,1.143094842,1D,[1.6 - 1.8),[0.1 - 0.2),[200 - 300),[200-300),[0.0 - 0.1),[0.01-0.1),[6.0-8.0),[6.5-7.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VORSEC
VOSTAA,2015,0.908,0.596661,1326.72,1310.73,0.574,0.573,3.88,9.36,2.412371134,3D,[0.8 - 1.0),[0.5 - 0.6),[1250 - 1500),[1000-1500),[0.5 - 0.6),[0.5-0.6),[3.8-4.0),[8.0-10.0),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOSTAA
VOTQAY,2015,1.361,0.096508,0.54,0.79,0.046,0.045,1.25,4.08,3.264,2D,[1.3 - 1.4),[0.0 - 0.1),[0 - 50),[0.05-50),[0.0 - 0.1),[0.01-0.1),[1.0-1.4),[4.0-4.2),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOTQAY
VOTRAZ,2015,1.31,0.18161,10.52,0,0.089,0,1.05,4.22,4.019047619,3D,[1.3 - 1.4),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.2-4.3),[4.0-5.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOTRAZ
VOVGIY,2015,1.183,0.29974,72.6,0,0.154,0,2.33,4.67,2.004291845,3D,[1.1 - 1.2),[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[4.6-4.8),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOVGIY
VOVKUO,2015,3.169,0.340541,267.36,256.17,0.109,0.108,5.98,7.38,1.234113712,1D,[2.0 - 7.0],[0.3 - 0.4),[200 - 300),[200-300),[0.1 - 0.2),[0.1-0.2),[5.0-6.0),[7.0-8.0),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOVKUO
VOWYIR,2015,0.668,0.668872,3176.26,3073.41,0.938,0.934,6.87,8.02,1.167394469,1D,[0.6 - 0.8),[0.6 - 0.7),[3000 - 10250],[5000-10500],[0.8 - 1.0),[0.8-1.0),[6.0-8.0),[8.0-10.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOWYIR
VOXGUM,2015,1.39,0.062542,0.41,0.15,0.034,0.036,2.89,4.09,1.415224913,1D,[1.3 - 1.4),[0.0 - 0.1),[0 - 50),[0.05-50),[0.0 - 0.1),[0.01-0.1),[2.6-3.0),[4.0-4.2),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOXGUM
VOXSOS,2015,1.65,0.091891,5.71,0,0.043,0,1.08,4.31,3.990740741,1D,[1.6 - 1.8),[0.0 - 0.1),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.3-4.4),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOXSOS
VOXZAL,2015,0.984,0.583055,1329.79,1330.82,0.616,0.614,4.8,5.66,1.179166667,1D,[0.8 - 1.0),[0.5 - 0.6),[1250 - 1500),[1000-1500),[0.6 - 0.8),[0.6-0.8),[4.5-5.0),[5.6-6.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOXZAL
VOYGOH,2015,1.455,0.592955,1241.29,1236.64,0.419,0.42,5.04,7.62,1.511904762,2D,[1.4 - 1.5),[0.5 - 0.6),[1000 - 1250),[1000-1500),[0.4 - 0.5),[0.4-0.5),[5.0-6.0),[7.0-8.0),[1.5-1.6),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOYGOH
VOYHEY,2015,1.513,0.54149,1140.94,1158.95,0.37,0.371,6.21,7.57,1.21900161,1D,[1.5 - 1.6),[0.5 - 0.6),[1000 - 1250),[1000-1500),[0.3 - 0.4),[0.3-0.4),[6.0-8.0),[7.0-8.0),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOYHEY
VOYLIG,2015,1.297,0.285447,148.94,0,0.148,0,1.26,5.03,3.992063492,3D,[1.2 - 1.3),[0.2 - 0.3),[100 - 150),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.0-1.4),[5.0-5.3),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOYLIG
VOYLOM,2015,1.642,0.188389,55.59,0,0.081,0,1.2,4.8,4,3D,[1.6 - 1.8),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.8-5.0),[4.0-5.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOYLOM
VOYLUS,2015,1.119,0.319019,207.43,0,0.203,0,2.21,5.1,2.307692308,1D,[1.1 - 1.2),[0.3 - 0.4),[200 - 300),[0.0-0.05),[0.2 - 0.3),[0.0-0.01),[2.2-2.6),[5.0-5.3),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOYLUS
VOZBUJ,2015,1.216,0.288021,26.25,0,0.165,0,2.27,4.28,1.885462555,2D,[1.2 - 1.3),[0.2 - 0.3),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[4.2-4.3),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOZBUJ
VOZCAQ,2015,1.088,0.239587,42.35,0,0.132,0,2.11,4.51,2.137440758,1D,[1.0 - 1.1),[0.2 - 0.3),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[4.5-4.6),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOZCAQ
VOZGIC,2015,1.078,0.274058,295.46,305.69,0.194,0.189,3.86,5.64,1.461139896,1D,[1.0 - 1.1),[0.2 - 0.3),[200 - 300),[300-400),[0.1 - 0.2),[0.1-0.2),[3.8-4.0),[5.6-6.0),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOZGIC
VOZVAJ01,2015,1.411,0.501562,731.02,729.57,0.316,0.316,5.57,7.42,1.332136445,1D,[1.4 - 1.5),[0.5 - 0.6),[600 - 800),[600-800),[0.3 - 0.4),[0.3-0.4),[5.0-6.0),[7.0-8.0),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VOZVAJ01
VUCCON,2015,1.818,0.400941,285.6,0,0.197,0,2.59,5.55,2.142857143,3D,[1.8 - 2.0),[0.4 - 0.5),[200 - 300),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[5.3-5.6),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUCCON
VUCCUT,2015,1.836,0.402777,278.71,0,0.195,0,2.77,5.54,2,2D,[1.8 - 2.0),[0.4 - 0.5),[200 - 300),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[5.3-5.6),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUCCUT
VUCDAA,2015,1.848,0.405944,296.38,0,0.196,0,2.8,5.59,1.996428571,3D,[1.8 - 2.0),[0.4 - 0.5),[200 - 300),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[5.3-5.6),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUCDAA
VUCDEE,2015,1.857,0.404284,272.98,0,0.193,0,2.82,5.63,1.996453901,1D,[1.8 - 2.0),[0.4 - 0.5),[200 - 300),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[5.6-6.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUCDEE
VUDJOV,2015,1.205,0.236183,130.44,0,0.138,0,1.38,4.52,3.275362319,2D,[1.2 - 1.3),[0.2 - 0.3),[100 - 150),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.0-1.4),[4.5-4.6),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUDJOV
VUDPIV,2015,0.772,0.674684,2061.57,2070.15,0.771,0.766,6.15,6.83,1.110569106,1D,[0.6 - 0.8),[0.6 - 0.7),[2000 - 3000),[2000-3000),[0.6 - 0.8),[0.6-0.8),[6.0-8.0),[6.5-7.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUDPIV
VUFQUK,2015,1.287,0.250957,67.12,0,0.149,0,1.8,5.1,2.833333333,3D,[1.2 - 1.3),[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[5.0-5.3),[2.5-3.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUFQUK
VUGQUL,2015,1.093,0.471224,3.92,4.13,0.424,0.334,3.37,4.16,1.234421365,1D,[1.0 - 1.1),[0.4 - 0.5),[0 - 50),[0.05-50),[0.4 - 0.5),[0.3-0.4),[3.3-3.6),[4.0-4.2),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUGQUL
VUHCEI,2015,1.042,0.36672,122.81,0,0.27,0,2.55,4.56,1.788235294,1D,[1.0 - 1.1),[0.3 - 0.4),[100 - 150),[0.0-0.05),[0.2 - 0.3),[0.0-0.01),[2.2-2.6),[4.5-4.6),[1.6-1.8),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUHCEI
VUHNET,2015,1.269,0.573832,1040.89,1031.83,0.407,0.406,4.8,9.91,2.064583333,2D,[1.2 - 1.3),[0.5 - 0.6),[1000 - 1250),[1000-1500),[0.4 - 0.5),[0.4-0.5),[4.5-5.0),[8.0-10.0),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUHNET
VUJVAZ,2015,0.838,0.600607,1969.69,1980.91,0.673,0.674,5.66,6.34,1.120141343,1D,[0.8 - 1.0),[0.6 - 0.7),[1500 - 2000),[1500-2000),[0.6 - 0.8),[0.6-0.8),[5.0-6.0),[6.0-6.5),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUJVAZ
VUKMOF,2015,1.448,0.130832,57.96,56.48,0.068,0.058,3.17,5.18,1.634069401,1D,[1.4 - 1.5),[0.1 - 0.2),[50 - 100),[50-100),[0.0 - 0.1),[0.01-0.1),[3.0-3.3),[5.0-5.3),[1.6-1.8),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUKMOF
VUKROK,2015,0.696,0.721307,2274.77,2268.84,0.912,0.91,8.79,9.9,1.126279863,1D,[0.6 - 0.8),[0.7 - 0.8),[2000 - 3000),[2000-3000),[0.8 - 1.0),[0.8-1.0),[10.0-72.0],[8.0-10.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUKROK
VUKRUQ,2015,0.854,0.640093,1579.31,1527.56,0.63,0.618,7.07,8.04,1.137199434,1D,[0.8 - 1.0),[0.6 - 0.7),[1500 - 2000),[1500-2000),[0.6 - 0.8),[0.6-0.8),[6.0-8.0),[8.0-10.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUKRUQ
VUKSAX,2015,0.664,0.720337,2334.18,2345.29,0.966,0.969,9.32,10.54,1.130901288,1D,[0.6 - 0.8),[0.7 - 0.8),[2000 - 3000),[2000-3000),[0.8 - 1.0),[0.8-1.0),[10.0-72.0],[8.0-72.0],[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUKSAX
VUKXAC,2015,1.323,0.390726,71.35,38.83,0.248,0.121,2.96,4.84,1.635135135,1D,[1.3 - 1.4),[0.3 - 0.4),[50 - 100),[0.05-50),[0.2 - 0.3),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUKXAC
VUKXOQ,2015,1.41,0.2331,62.51,0,0.135,0,2.2,4.39,1.995454545,1D,[1.4 - 1.5),[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[4.3-4.4),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUKXOQ
VUMBIQ,2015,1.635,0.190662,39.5,38.51,0.083,0.081,3.46,4.74,1.369942197,1D,[1.6 - 1.8),[0.1 - 0.2),[0 - 50),[0.05-50),[0.0 - 0.1),[0.01-0.1),[3.3-3.6),[4.6-4.8),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUMBIQ
VUNCAK,2015,1.548,0.28545,308.65,0,0.143,0,2.04,6.67,3.269607843,1D,[1.5 - 1.6),[0.2 - 0.3),[300 - 400),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[6.5-7.0),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUNCAK
VUNPOL,2015,1.407,0.191808,21.18,0,0.084,0,1.33,4.34,3.263157895,2D,[1.4 - 1.5),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.3-4.4),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUNPOL
VUNXEJ,2015,1.895,0.138733,83.45,0,0.053,0,1.5,5.99,3.993333333,2D,[1.8 - 2.0),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.4-1.6),[5.6-6.0),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUNXEJ
VUNXIN,2015,1.949,0.144994,75.36,0,0.048,0,1.81,5.91,3.26519337,2D,[1.8 - 2.0),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[5.6-6.0),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUNXIN
VUNXOT,2015,1.929,0.141939,77.39,0,0.049,0,1.67,5.97,3.574850299,1D,[1.8 - 2.0),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[5.6-6.0),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUNXOT
VUNXUZ,2015,1.937,0.141354,77.07,0,0.048,0,1.66,5.96,3.590361446,1D,[1.8 - 2.0),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[5.6-6.0),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUNXUZ
VUPDER,2015,1.979,0.139284,79.32,0,0.049,0,1.49,5.98,4.013422819,1D,[1.8 - 2.0),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.4-1.6),[5.6-6.0),[4.0-5.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUPDER
VUPDIV,2015,1.984,0.148158,73.24,0,0.05,0,1.66,5.92,3.56626506,1D,[1.8 - 2.0),[0.1 - 0.2),[50 - 100),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[5.6-6.0),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUPDIV
VUQHAS,2015,1.128,0.269663,63.27,0,0.171,0,1.97,4.55,2.30964467,1D,[1.1 - 1.2),[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[4.5-4.6),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUQHAS
VUVGUQ,2015,1.086,0.468105,57.56,0,0.377,0,3.06,4.32,1.411764706,1D,[1.0 - 1.1),[0.4 - 0.5),[50 - 100),[0.0-0.05),[0.3 - 0.4),[0.0-0.01),[3.0-3.3),[4.3-4.4),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUVGUQ
VUVHAX,2015,0.356,0.891339,8217.51,8281.33,2.395,2.391,7.34,8.7,1.185286104,1D,[0.0 - 0.6),[0.8 - 0.9),[3000 - 10250],[5000-10500],[2.0 - 7.0],[2.0-4.0),[6.0-8.0),[8.0-10.0),[1.1-1.2),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUVHAX
VUVZAP,2015,1.576,0.474679,64.98,0,0.252,0,2.84,4.63,1.63028169,1D,[1.5 - 1.6),[0.4 - 0.5),[50 - 100),[0.0-0.05),[0.2 - 0.3),[0.0-0.01),[2.6-3.0),[4.6-4.8),[1.6-1.8),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUVZAP
VUWSAJ,2015,1.186,0.513397,388.12,317.3,0.352,0.297,3.61,5.45,1.509695291,1D,[1.1 - 1.2),[0.5 - 0.6),[300 - 400),[300-400),[0.3 - 0.4),[0.2-0.3),[3.6-3.8),[5.3-5.6),[1.5-1.6),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUWSAJ
VUXGOM,2015,1.594,0.286424,58.28,0,0.124,0,1.85,4.68,2.52972973,1D,[1.5 - 1.6),[0.2 - 0.3),[50 - 100),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[1.6-2.2),[4.6-4.8),[2.5-3.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUXGOM
VUXSIS,2015,1.124,0.357522,4.91,3.63,0.245,0.233,2.94,4.16,1.414965986,1D,[1.1 - 1.2),[0.3 - 0.4),[0 - 50),[0.05-50),[0.2 - 0.3),[0.2-0.3),[2.6-3.0),[4.0-4.2),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUXSIS
VUYJIK,2015,1.82,0.144126,2.6,0,0.069,0,1.26,4.12,3.26984127,2D,[1.8 - 2.0),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.0-1.4),[4.0-4.2),[3.0-4.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=VUYJIK
WOQCUB02,2015,0.87,0.483882,1836.6,1802.05,0.506,0.488,5.04,6.46,1.281746032,2D,[0.8 - 1.0),[0.4 - 0.5),[1500 - 2000),[1500-2000),[0.5 - 0.6),[0.4-0.5),[5.0-6.0),[6.0-6.5),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOQCUB02
WORTII,2015,1.466,0.320264,158.76,0,0.168,0,2.6,4.9,1.884615385,1D,[1.4 - 1.5),[0.3 - 0.4),[150 - 200),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[4.8-5.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WORTII
WORTOO,2015,1.494,0.319647,140.66,0,0.16,0,2.6,4.91,1.888461538,1D,[1.4 - 1.5),[0.3 - 0.4),[100 - 150),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[4.8-5.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WORTOO
WOSCEO,2015,1.287,0.318647,233.76,233.63,0.182,0.179,3.93,5.1,1.297709924,1D,[1.2 - 1.3),[0.3 - 0.4),[200 - 300),[200-300),[0.1 - 0.2),[0.1-0.2),[3.8-4.0),[5.0-5.3),[1.2-1.3),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOSCEO
WOSCIS,2015,1.408,0.322318,177.89,0,0.179,0,2.79,4.99,1.788530466,1D,[1.4 - 1.5),[0.3 - 0.4),[150 - 200),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[4.8-5.0),[1.6-1.8),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOSCIS
WOSCOY,2015,1.43,0.317345,154.81,0,0.171,0,2.63,4.95,1.882129278,1D,[1.4 - 1.5),[0.3 - 0.4),[150 - 200),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[4.8-5.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOSCOY
WOSCUE,2015,1.455,0.315193,150.79,0,0.165,0,2.62,4.94,1.885496183,1D,[1.4 - 1.5),[0.3 - 0.4),[150 - 200),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[4.8-5.0),[1.8-2.0),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOSCUE
WOSDAL,2015,1.458,0.320334,153.52,0,0.166,0,2.75,4.92,1.789090909,1D,[1.4 - 1.5),[0.3 - 0.4),[150 - 200),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.6-3.0),[4.8-5.0),[1.6-1.8),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOSDAL
WOSDOZ,2015,1.598,0.387453,125.58,121.07,0.162,0.125,3.44,5.2,1.511627907,1D,[1.5 - 1.6),[0.3 - 0.4),[100 - 150),[100-200),[0.1 - 0.2),[0.1-0.2),[3.3-3.6),[5.0-5.3),[1.5-1.6),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOSDOZ
WOSZEL,2015,1.093,0.356916,277.49,0,0.267,0,3.33,5.04,1.513513514,1D,[1.0 - 1.1),[0.3 - 0.4),[200 - 300),[0.0-0.05),[0.2 - 0.3),[0.0-0.01),[3.3-3.6),[5.0-5.3),[1.5-1.6),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOSZEL
WOTSEF,2015,1.119,0.478187,257.7,0,0.354,0,3.27,4.94,1.510703364,1D,[1.1 - 1.2),[0.4 - 0.5),[200 - 300),[0.0-0.05),[0.3 - 0.4),[0.0-0.01),[3.0-3.3),[4.8-5.0),[1.5-1.6),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOTSEF
WOVNUS,2015,1.398,0.223906,104.1,0,0.116,0,0.87,4.92,5.655172414,NON-POROUS,[1.3 - 1.4),[0.2 - 0.3),[100 - 150),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),0.87,[4.8-5.0),[5.0-12.0],https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOVNUS
WOVROQ,2015,1.244,0.195625,30.49,0,0.122,0,3.2,4.39,1.371875,1D,[1.2 - 1.3),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[3.0-3.3),[4.3-4.4),[1.3-1.4),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOVROQ
WOWBIV,2015,1.852,0.156756,24.69,0,0.051,0,1.91,4.42,2.314136126,3D,[1.8 - 2.0),[0.1 - 0.2),[0 - 50),[0.0-0.05),[0.0 - 0.1),[0.0-0.01),[1.6-2.2),[4.4-4.5),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOWBIV
WOWQEG,2015,0.859,0.615298,1438.3,1480.74,0.637,0.636,4,5.65,1.4125,1D,[0.8 - 1.0),[0.6 - 0.7),[1250 - 1500),[1000-1500),[0.6 - 0.8),[0.6-0.8),[4.0-4.5),[5.6-6.0),[1.4-1.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOWQEG
WOZDAS,2015,1.556,0.374785,149.3,0,0.188,0,2.5,5.01,2.004,1D,[1.5 - 1.6),[0.3 - 0.4),[100 - 150),[0.0-0.05),[0.1 - 0.2),[0.0-0.01),[2.2-2.6),[5.0-5.3),[2.0-2.5),https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=WOZDAS
